,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
20150402,   0.70,   0.31,   0.30,   0.18,   0.02,   1.25,   0.67,   0.14,   0.38,   0.37
20150406,   0.79,   0.98,   0.96,   2.03,   0.97,   0.39,   0.48,   0.07,   1.10,   0.04
20150407,  -0.22,  -0.87,  -0.39,   0.34,  -0.14,  -0.37,  -0.67,   0.43,  -0.86,  -0.27
20150408,   0.07,   0.79,   0.35,  -1.30,   0.33,   0.47,   0.78,   1.02,  -0.34,   0.53
20150409,   0.38,   0.14,   0.24,   1.42,   0.37,   0.32,   0.07,   0.69,  -0.19,   0.43
20150410,   0.18,   0.22,   0.21,   0.48,   0.48,   0.23,   0.28,   0.95,   0.73,   0.63
20150413,  -0.59,  -0.58,  -0.42,  -0.86,  -0.34,  -0.58,  -0.39,  -0.42,  -0.92,  -0.10
20150414,   0.22,   0.17,   0.29,   2.03,  -0.36,   0.05,  -0.16,   0.04,   0.64,  -0.04
20150415,  -0.11,   0.77,   0.59,   2.31,   0.88,   0.62,  -0.39,   0.58,   0.56,   0.38
20150416,   0.79,  -0.28,  -0.38,  -0.26,  -0.17,  -0.05,  -0.29,  -0.17,  -0.50,   0.12
20150417,  -0.70,  -1.00,  -1.23,  -1.16,  -1.53,  -1.44,  -1.51,  -0.89,  -0.30,  -1.25
20150420,   0.65,   1.11,   0.93,   0.61,   1.63,   0.97,   0.95,   0.66,   1.21,   0.65
20150421,  -0.24,   0.03,  -0.24,  -1.07,   0.00,   0.04,   0.26,   0.80,  -0.96,  -0.28
20150422,   0.18,   0.57,   0.19,   0.51,   0.71,   0.33,   0.19,   0.19,   0.41,   0.72
20150423,  -0.19,  -0.98,  -0.03,   0.54,   0.31,   1.26,   0.53,   0.53,   0.65,   0.04
20150424,  -0.22,  -0.02,  -0.32,  -0.51,   0.68,   0.31,   1.49,  -0.44,   0.66,  -0.11
20150427,  -0.54,   0.81,   0.00,  -0.19,   0.25,  -0.29,  -1.11,  -2.11,  -1.13,  -0.57
20150428,  -0.04,  -0.20,   0.04,   0.77,   0.11,   0.66,  -0.27,   0.01,   0.68,   0.73
20150429,  -0.63,  -0.23,  -0.27,   0.83,  -0.53,  -0.04,  -1.29,  -0.49,  -0.21,  -0.26
20150430,  -0.18,  -1.64,  -0.96,  -0.48,  -1.67,  -0.91,  -0.91,  -1.82,  -1.26,  -0.84
20150501,   0.92,   0.60,   1.15,   0.43,   1.27,   0.55,   1.29,   1.41,   0.46,   0.87
20150504,   0.02,   0.35,   0.11,  -0.20,   0.09,   0.34,   0.22,   0.61,   0.47,   0.66
20150505,  -0.58,  -0.94,  -0.99,  -1.31,  -1.55,  -1.32,  -1.21,  -1.30,  -2.13,  -0.86
20150506,  -0.01,  -0.33,   0.00,  -0.32,  -0.64,  -0.99,  -0.03,  -0.12,  -0.57,  -0.28
20150507,   0.38,   0.78,   0.12,  -1.08,   0.61,  -0.28,   0.76,   0.50,   0.21,   0.64
20150508,   0.99,   1.01,   1.20,   1.52,   1.29,   0.57,   1.04,   1.66,   0.96,   1.21
20150511,  -0.26,   0.08,  -0.12,  -1.89,  -0.41,  -0.82,  -0.27,  -0.08,  -0.80,  -0.21
20150512,  -0.43,  -0.39,  -0.33,   0.47,  -0.46,   0.05,   0.01,  -0.50,  -0.08,  -0.37
20150513,   0.10,   0.05,   0.16,  -0.58,   0.49,  -0.16,  -0.50,  -0.13,  -0.51,   0.07
20150514,   1.64,   0.10,   1.15,   0.01,   1.57,   0.62,   0.48,   1.36,   1.01,   0.83
20150515,   0.15,   0.69,   0.01,   0.40,  -0.31,   0.58,   0.56,   0.22,   1.11,  -0.32
20150518,  -0.32,   0.32,   0.11,  -0.02,   0.51,   0.39,   0.54,   0.79,   0.31,   0.65
20150519,  -0.14,  -0.26,  -0.12,  -1.30,  -0.18,  -0.16,  -0.59,   0.33,  -0.03,   0.38
20150520,   0.06,  -0.17,  -0.03,   0.24,   0.06,   0.52,  -0.46,   0.28,   0.10,  -0.37
20150521,  -0.09,   0.71,   0.43,   0.94,   0.34,   0.44,   0.57,  -0.07,  -0.03,  -0.10
20150522,  -0.42,  -0.22,  -0.34,  -0.50,   0.00,  -0.21,  -0.31,  -0.24,  -0.22,  -0.23
20150526,  -0.69,  -0.83,  -1.11,  -1.66,  -1.33,   0.12,  -0.93,  -0.85,  -0.86,  -1.05
20150527,   0.60,   0.59,   0.60,  -0.15,   1.58,   0.87,   0.81,   1.19,   0.41,   0.92
20150528,   0.14,  -0.02,  -0.16,  -0.23,  -0.09,  -0.39,  -0.28,   0.00,  -0.02,  -0.08
20150529,  -0.50,  -1.07,  -0.89,   0.04,  -0.81,  -0.34,  -0.71,  -0.28,  -0.20,  -0.61
20150601,  -0.13,   0.56,   0.24,  -0.25,   0.31,  -0.02,   0.23,   0.26,   0.05,   0.18
20150602,  -0.14,   0.04,   0.28,   0.61,  -0.18,  -0.10,   0.03,  -0.43,  -1.12,   0.18
20150603,   0.02,   0.20,   0.45,  -0.66,   0.38,   0.66,   0.74,   0.21,  -1.29,   0.85
20150604,  -0.89,  -1.07,  -1.16,  -1.22,  -0.93,  -0.54,  -0.78,  -0.68,  -0.65,  -0.87
20150605,  -0.96,  -0.40,  -0.11,   0.81,  -0.02,  -0.61,  -0.47,   0.19,  -0.93,   0.67
20150608,  -0.06,   0.18,  -0.43,  -0.42,  -1.15,  -0.47,  -0.65,  -0.39,  -0.45,  -0.80
20150609,   0.22,   0.08,   0.16,  -0.01,  -0.20,  -0.33,  -0.08,  -0.10,  -0.19,   0.29
20150610,   0.83,   0.85,   1.23,   1.33,   1.48,   0.53,   1.04,   1.11,   0.38,   1.38
20150611,  -0.02,   0.49,   0.23,  -0.28,  -0.01,   0.45,   0.28,   0.65,   0.44,   0.27
20150612,  -0.23,  -0.17,  -0.58,  -1.18,  -0.70,  -0.64,  -0.36,  -1.10,  -1.03,  -0.45
20150615,  -0.79,  -0.88,  -0.86,  -0.34,  -0.55,  -0.29,  -0.53,  -0.25,  -0.14,  -0.31
20150616,   1.09,   0.18,   0.52,   0.90,   0.58,   0.51,   0.60,   0.43,   0.46,   0.46
20150617,   0.39,   0.59,   0.36,  -0.33,   0.25,   0.43,   0.32,   0.33,   0.73,  -0.23
20150618,   1.09,   0.97,   0.88,   0.10,   0.79,   1.04,   1.16,   1.79,   1.18,   0.94
20150619,  -0.01,  -0.17,  -0.36,  -0.85,  -0.60,  -0.34,  -0.14,  -0.06,  -0.94,  -0.62
20150622,   0.52,   0.11,   0.32,   0.42,   0.55,   0.40,   0.38,   0.83,   1.25,   0.91
20150623,  -0.16,   0.56,  -0.14,   0.45,  -0.01,   0.50,   0.34,  -0.03,  -1.15,   0.37
20150624,  -0.75,  -0.89,  -0.72,  -0.70,  -0.54,  -0.85,  -0.73,  -1.01,  -0.83,  -0.96
20150625,  -0.05,  -0.42,  -0.43,  -0.90,  -0.27,   0.48,  -0.27,   0.30,  -0.95,  -0.33
20150626,   0.05,  -0.11,   0.21,   0.04,  -0.89,   0.21,   0.33,  -0.08,   0.69,   0.19
20150629,  -1.75,  -2.64,  -2.15,  -1.90,  -2.18,  -1.78,  -2.04,  -2.43,  -0.82,  -2.38
20150630,   0.21,   0.35,   0.09,   0.64,   0.29,   0.26,   0.08,   0.74,  -0.06,   0.37
20150701,   0.96,   0.16,   0.66,  -1.42,   0.51,   1.09,   0.85,   0.57,   0.13,   0.92
20150702,  -0.13,   0.29,  -0.27,   0.42,   0.03,  -0.01,  -0.21,  -0.22,   1.18,  -0.42
20150706,  -0.32,  -0.74,  -0.56,  -1.48,  -0.45,  -0.33,  -0.10,   0.24,  -0.16,  -0.41
20150707,   1.58,  -0.28,   0.62,   1.10,   0.12,   0.53,   1.09,   0.57,   2.03,   0.00
20150708,  -1.23,  -3.58,  -1.77,  -2.21,  -1.62,  -1.49,  -1.39,  -1.81,  -0.74,  -1.83
20150709,  -0.11,   0.09,   0.06,   0.47,  -0.09,   0.05,   0.55,   0.60,  -0.76,   0.76
20150710,   1.05,   1.08,   0.93,   0.28,   1.47,   1.31,   1.39,   1.30,   0.75,   1.41
20150713,   0.92,   1.29,   1.25,   0.60,   1.51,   0.92,   1.33,   1.16,   0.27,   1.04
20150714,   0.22,   0.54,   0.38,   1.14,   0.51,   0.15,   0.24,   1.06,  -0.06,   0.39
20150715,  -0.57,  -0.86,  -0.69,  -1.78,  -0.05,   0.00,  -0.26,   0.04,  -0.05,   0.27
20150716,   1.08,  -0.89,   0.14,  -0.15,   1.17,   0.86,   0.70,   0.92,   1.22,   0.81
20150717,  -0.18,   0.29,  -0.49,  -1.21,   1.52,  -0.48,  -0.34,  -0.10,  -1.17,  -0.11
20150720,   0.30,  -0.08,  -0.05,  -1.54,   0.31,   0.13,   0.08,   0.25,  -0.90,  -0.07
20150721,  -0.35,  -0.54,  -1.08,   0.09,  -0.50,  -0.94,  -0.36,  -0.44,  -0.90,  -0.21
20150722,   0.31,   0.09,  -0.48,  -0.60,  -1.35,  -0.24,   0.58,   0.23,  -0.03,   0.41
20150723,  -0.29,   0.77,  -0.70,  -0.40,  -0.11,  -0.88,  -0.89,  -0.18,  -1.21,  -1.03
20150724,  -0.68,  -1.39,  -1.41,  -2.07,  -0.88,  -0.33,   0.13,  -2.70,  -0.17,  -1.07
20150727,  -0.11,  -0.97,  -0.76,  -1.79,  -1.05,  -0.91,  -0.58,  -0.53,   1.07,  -0.78
20150728,   1.18,   1.76,   1.59,   3.32,   0.98,   0.80,   0.79,   1.74,   0.83,   0.94
20150729,   0.36,   1.72,   1.05,   1.58,   0.68,   0.67,   0.85,  -0.01,   0.50,   0.91
20150730,   0.62,  -0.25,  -0.27,  -0.55,   0.10,   0.41,   0.10,   0.14,   0.30,   0.19
20150731,   0.27,  -0.47,  -0.17,  -2.89,  -0.37,   0.29,   0.27,   0.72,   0.55,  -0.25
20150803,   0.13,  -0.33,  -0.60,  -2.14,  -0.63,   0.43,  -0.32,  -0.04,  -0.18,  -0.14
20150804,   0.48,  -0.09,  -0.09,  -0.40,  -0.53,  -0.14,  -0.03,   0.11,  -1.48,   0.09
20150805,   0.74,   0.48,   0.61,  -0.54,   1.04,  -3.67,   0.94,   0.64,  -0.36,   0.42
20150806,  -0.74,  -1.21,  -0.34,   2.03,  -1.01,  -1.42,  -1.55,  -2.39,   0.42,  -0.65
20150807,  -0.34,  -0.10,  -0.64,  -2.12,  -0.06,   0.18,  -0.58,  -0.52,   0.68,  -0.22
20150810,   0.53,   1.28,   2.07,   3.56,   1.49,   1.64,   0.63,   0.80,   0.25,   1.23
20150811,  -0.54,  -2.17,  -1.44,  -0.01,  -1.56,  -1.11,  -0.24,  -0.95,   0.55,  -1.07
20150812,  -0.16,  -0.18,  -0.11,   1.94,   0.36,  -0.13,  -0.13,   0.39,   1.90,  -0.65
20150813,   0.01,   0.45,  -0.18,  -1.50,  -0.23,  -0.16,   0.23,  -0.40,  -0.28,   0.20
20150814,   0.46,   0.72,   0.50,  -0.38,   0.55,  -0.14,   0.43,   0.06,   0.91,   0.67
20150817,   0.33,   0.70,   0.39,  -0.03,   0.68,   1.39,   0.50,   1.15,   0.81,   0.41
20150818,  -0.33,   0.40,  -0.40,  -0.18,  -0.58,  -0.57,  -0.10,  -0.49,  -0.57,  -0.17
20150819,  -0.83,  -0.75,  -1.16,  -3.06,  -0.82,  -0.26,  -0.49,  -0.46,  -0.01,  -0.90
20150820,  -1.18,  -2.76,  -1.96,  -2.17,  -2.62,  -3.10,  -1.75,  -2.54,  -1.18,  -2.35
20150821,  -2.29,  -3.30,  -2.61,  -3.78,  -3.69,  -1.83,  -3.36,  -2.69,  -1.36,  -2.87
20150824,  -3.45,  -4.19,  -3.46,  -5.42,  -3.53,  -3.50,  -3.59,  -4.16,  -3.93,  -4.32
20150825,  -1.03,  -1.03,  -1.40,  -1.25,  -0.92,  -0.94,  -0.69,  -1.07,  -2.78,  -1.30
20150826,   2.82,   2.51,   2.96,   3.79,   4.76,   2.94,   3.86,   4.16,   1.92,   3.50
20150827,   1.56,   2.63,   2.46,   5.14,   2.25,   2.33,   1.97,   2.03,   1.81,   2.61
20150828,   0.27,   0.92,   0.45,   2.09,   0.30,   0.21,  -0.29,   0.04,   0.27,  -0.02
20150831,  -0.47,   0.11,  -0.56,   1.40,  -0.86,  -0.61,  -0.71,  -2.09,  -1.31,  -0.57
20150901,  -2.25,  -2.64,  -2.86,  -3.93,  -3.17,  -2.31,  -2.08,  -2.60,  -2.79,  -3.30
20150902,   1.43,   1.77,   1.53,   1.12,   2.47,   1.55,   1.90,   2.34,   0.13,   1.65
20150903,   0.87,   0.13,   0.45,   0.38,  -0.03,   0.64,   0.00,  -1.01,   0.38,   0.45
20150904,  -1.47,  -1.46,  -1.54,  -1.79,  -1.37,  -1.13,  -1.09,  -1.09,  -1.43,  -1.54
20150908,   1.73,   2.34,   2.33,   1.61,   2.77,   2.22,   2.47,   3.15,   1.99,   2.65
20150909,  -1.70,  -0.51,  -1.26,  -2.08,  -1.18,  -1.28,  -1.30,  -1.78,  -1.34,  -1.10
20150910,   0.27,   0.31,  -0.11,   0.82,   0.95,   0.07,   0.16,   1.23,  -0.36,   0.40
20150911,   0.40,   0.16,   0.13,  -0.79,   0.56,   0.23,   0.96,   0.76,   0.31,   0.40
20150914,  -0.46,   0.20,  -0.66,  -0.93,  -0.33,  -0.44,  -0.67,  -0.27,  -0.01,  -0.36
20150915,   1.27,   1.77,   1.39,   1.06,   1.29,   1.12,   0.74,   1.19,   0.78,   1.42
20150916,   1.49,   1.66,   1.15,   2.94,   0.57,   0.21,   0.77,   0.15,   1.41,   0.75
20150917,   0.07,  -0.16,  -0.46,   0.12,  -0.51,   0.11,   0.07,   1.37,   1.06,  -0.93
20150918,  -1.29,  -2.18,  -1.71,  -2.74,  -1.28,  -1.20,  -1.55,  -1.41,  -0.68,  -2.05
20150921,   0.72,   0.19,   0.31,   0.51,   0.70,   0.46,   0.80,  -2.12,   0.52,   0.93
20150922,  -1.29,  -2.59,  -1.47,  -1.06,  -1.56,  -0.84,  -1.03,  -0.87,  -1.26,  -1.34
20150923,  -0.12,  -0.98,  -1.15,  -1.31,   0.01,  -0.68,   0.13,  -0.12,  -0.44,  -0.07
20150924,   0.06,  -0.61,  -0.27,   0.56,  -0.08,  -0.74,  -0.36,  -1.18,   0.65,  -0.58
20150925,   0.62,  -0.55,   0.51,   0.14,  -0.41,  -0.12,  -0.42,  -3.07,   0.83,   0.61
20150928,  -1.74,  -2.66,  -2.27,  -3.22,  -2.38,  -2.32,  -2.54,  -4.19,  -1.67,  -2.60
20150929,  -0.41,   0.49,   0.39,   0.52,  -0.46,  -0.05,  -0.30,   0.34,  -0.66,   0.13
20150930,   1.37,   2.18,   1.39,   2.51,   2.19,   2.11,   1.66,   2.32,   2.23,   1.57
20151001,  -0.20,   0.19,  -0.12,   0.29,  -0.11,   0.16,   0.32,   0.71,  -0.56,   0.24
20151002,   1.30,   1.79,   1.64,   4.06,   1.65,   1.12,   1.39,   2.30,   2.04,   0.46
20151005,   1.85,   1.85,   2.46,   3.01,   1.94,   2.01,   1.52,   0.45,   1.81,   2.36
20151006,  -0.53,  -0.01,   0.25,   2.46,   0.01,  -0.27,  -1.02,  -2.58,  -0.34,  -0.54
20151007,   0.96,   1.63,   1.03,   1.12,   0.58,   0.77,   0.40,   1.81,   0.21,   1.14
20151008,   1.35,   1.20,   1.52,   2.17,   0.38,   1.15,   0.62,   0.02,   1.30,   0.80
20151009,   0.27,  -0.41,   0.05,  -0.87,   0.60,  -0.30,   0.34,   0.46,  -0.51,  -0.11
20151012,   0.21,  -0.37,  -0.28,  -1.18,   0.04,   0.22,   0.49,  -0.08,   0.48,   0.25
20151013,  -0.71,  -0.67,  -0.72,  -0.91,  -0.44,  -0.12,  -0.63,  -1.80,  -0.59,  -0.72
20151014,  -0.56,  -0.45,  -0.48,   1.00,  -0.26,  -0.66,  -2.21,  -0.07,   0.02,  -0.99
20151015,   0.86,   0.93,   0.74,   1.80,   1.25,   1.66,   1.29,   3.01,   1.57,   1.77
20151016,   1.10,   0.04,  -0.04,   0.36,   0.25,   0.34,   0.59,   0.75,   0.23,   0.16
20151019,   0.32,   0.12,  -0.20,  -2.34,   0.29,   0.07,   0.37,   0.33,  -0.17,   0.01
20151020,   0.08,  -0.73,   0.32,   0.08,  -0.37,   0.51,  -0.41,  -1.76,   0.24,   0.42
20151021,  -0.19,   0.38,  -0.25,  -1.32,  -0.88,  -0.97,  -0.56,  -0.43,  -0.59,  -1.01
20151022,   2.02,   1.29,   2.29,   2.43,   2.30,   1.81,   0.91,  -0.18,   0.27,   1.35
20151023,  -0.91,   0.79,   0.80,  -0.17,   2.61,   0.60,   0.57,   1.89,  -1.61,   1.21
20151026,  -0.04,   0.31,  -0.29,  -2.37,  -0.32,   0.18,   0.44,   0.38,  -0.79,  -0.18
20151027,  -0.49,  -2.50,  -0.62,  -1.34,  -0.56,  -0.87,  -0.12,   1.74,  -0.55,  -0.80
20151028,   0.55,   1.93,   1.25,   2.35,   1.66,   1.17,   0.48,   1.30,  -0.49,   2.04
20151029,  -0.01,  -0.95,  -0.19,   0.49,  -0.35,   0.45,   0.02,  -0.38,  -0.45,  -0.31
20151030,  -0.57,   0.34,  -0.04,   0.72,  -0.44,  -0.23,  -0.31,  -0.42,   0.63,  -1.05
20151102,   0.20,   1.24,   1.17,   2.73,   1.28,   0.66,   0.74,   2.49,  -0.02,   1.19
20151103,  -0.67,  -0.13,   0.16,   2.70,   0.50,   0.12,   0.48,   0.00,   0.54,   0.14
20151104,  -0.44,   0.51,  -0.36,  -0.89,   0.17,  -1.62,  -0.13,  -0.10,   0.11,  -0.29
20151105,   0.43,   0.17,  -0.23,  -0.73,  -0.29,  -0.30,   0.50,  -0.68,  -0.92,   0.44
20151106,  -1.07,  -0.04,  -0.16,  -0.45,   0.48,   0.12,  -0.12,  -0.12,  -3.17,   1.21
20151109,  -0.76,  -1.22,  -1.04,  -1.03,  -1.13,  -0.56,  -1.20,  -0.59,  -0.06,  -1.06
20151110,   0.16,  -0.39,  -0.04,   0.35,  -0.63,   0.22,   0.59,   0.42,   0.76,   0.41
20151111,   0.01,  -0.02,  -0.23,  -2.05,  -0.08,   0.15,  -1.07,  -1.06,   0.16,  -0.25
20151112,  -1.36,  -2.00,  -1.81,  -2.51,  -0.92,  -0.39,  -1.20,  -1.80,  -1.51,  -1.72
20151113,  -0.96,  -1.41,  -0.24,  -0.47,  -1.88,  -1.19,  -2.46,  -0.05,  -0.36,  -0.75
20151116,   1.36,   1.67,   1.44,   3.48,   1.35,   1.48,   1.45,   0.77,   2.11,   1.07
20151117,  -0.72,  -0.07,  -0.41,  -1.05,   0.03,  -0.06,   0.80,   0.48,  -1.79,  -0.16
20151118,   1.49,   2.62,   1.58,   1.53,   1.60,   1.13,   1.54,   2.02,   1.06,   1.67
20151119,   0.64,   0.02,   0.25,  -1.35,   0.44,   0.07,  -0.39,  -1.26,   0.49,  -0.23
20151120,  -0.34,   0.44,   0.28,  -1.04,   0.77,   0.15,   0.86,   0.44,   0.09,   0.34
20151123,   1.08,  -0.16,   0.02,   0.76,  -0.43,  -0.65,   0.73,   0.19,  -0.54,  -0.27
20151124,   0.32,   0.33,   0.55,   2.37,   0.08,  -0.31,   0.19,  -0.02,   0.22,  -0.13
20151125,   0.49,   0.87,  -0.10,  -0.71,  -0.22,   0.00,   0.61,   0.69,  -0.65,   0.01
20151127,   0.24,   0.07,   0.04,  -0.81,   0.20,  -0.39,   0.03,   0.26,   0.00,   0.24
20151130,  -0.96,  -0.48,  -0.39,   0.49,  -0.02,  -0.49,  -0.96,  -1.40,   0.12,  -0.42
20151201,   0.76,   0.76,   0.54,   0.93,   0.95,   0.98,   0.77,   1.35,   0.33,   1.21
20151202,  -0.57,  -1.45,  -0.94,  -3.11,  -0.62,  -1.35,  -0.53,  -0.95,  -2.58,  -0.96
20151203,  -1.13,  -1.72,  -1.02,  -1.73,  -1.41,  -1.39,  -0.95,  -2.56,  -1.54,  -1.54
20151204,   2.17,   1.24,   1.48,  -0.23,   2.17,   1.99,   1.82,   2.41,   0.12,   2.19
20151207,   0.03,  -0.70,  -0.72,  -3.80,  -0.68,   0.17,  -0.17,  -0.95,  -0.68,  -1.07
20151208,  -0.14,  -1.26,  -1.25,  -1.18,  -0.23,  -1.11,  -0.03,   0.55,  -0.24,  -1.31
20151209,  -1.02,  -0.74,   0.34,   0.96,  -1.47,  -1.07,  -1.04,  -1.26,   0.70,  -0.92
20151210,  -0.08,   0.17,   0.07,   0.91,   0.27,   0.38,   0.33,   0.86,  -1.29,   0.35
20151211,  -1.44,  -2.58,  -1.74,  -3.50,  -2.00,  -2.36,  -1.67,  -2.00,  -1.02,  -2.20
20151214,   0.54,  -0.31,  -0.15,   0.76,   0.50,   0.04,   0.79,   0.40,   0.01,  -0.05
20151215,   0.89,   1.00,   0.35,   2.91,   0.42,   1.18,  -0.10,   1.73,   0.83,   1.93
20151216,   1.83,   2.79,   1.40,  -0.70,   1.39,   1.88,   1.55,   1.52,   2.28,   1.59
20151217,  -1.25,  -2.18,  -1.50,  -2.44,  -1.47,  -1.39,  -1.44,  -1.35,  -0.38,  -1.50
20151218,  -1.66,  -1.30,  -1.69,  -1.40,  -1.84,  -1.87,  -0.98,  -1.31,  -1.31,  -2.21
20151221,   0.83,   0.58,   0.96,  -0.42,   0.90,   0.38,   0.81,   0.77,   0.17,   0.82
20151222,   1.13,   1.44,   1.27,   1.14,   0.72,   0.84,   0.88,   0.55,   0.94,   0.88
20151223,   1.09,   1.61,   1.33,   4.60,   0.74,   0.75,   0.78,   1.28,   2.22,   1.29
20151224,  -0.25,  -0.19,  -0.20,  -0.89,  -0.05,  -0.10,  -0.18,   0.12,  -0.22,   0.01
20151228,  -0.16,  -0.52,  -0.28,  -2.13,  -0.01,   0.15,   0.07,  -0.54,   0.01,  -0.31
20151229,   0.86,   0.84,   0.92,   0.87,   1.30,   0.60,   1.21,   1.30,   0.46,   0.98
20151230,  -0.46,  -0.51,  -0.67,  -1.52,  -0.77,  -0.95,  -0.50,  -0.48,  -0.43,  -0.87
20151231,  -1.05,  -0.84,  -0.97,   0.33,  -1.31,  -0.64,  -1.03,  -0.94,  -0.65,  -0.83
20160104,  -1.31,  -1.86,  -1.42,  -0.35,  -1.61,  -1.15,  -1.61,  -2.34,   0.01,  -1.99
20160105,   0.69,  -1.21,   0.07,   0.44,  -0.41,   0.12,   0.45,   0.49,   0.79,   0.07
20160106,  -0.24,  -2.85,  -1.83,  -3.73,  -1.23,  -0.29,  -1.04,  -1.07,  -0.87,  -1.50
20160107,  -1.60,  -3.24,  -2.55,  -2.29,  -3.08,  -1.17,  -1.47,  -2.47,  -1.13,  -2.92
20160108,  -0.65,  -1.48,  -1.24,  -1.33,  -0.84,  -0.06,  -1.46,  -1.47,   0.20,  -1.46
20160111,   0.66,   0.30,  -0.17,  -2.24,   0.39,   0.28,   0.58,  -1.49,   0.05,   0.13
20160112,   0.73,   0.50,   0.43,   0.60,   1.14,   0.39,   0.70,   0.89,  -0.95,   0.76
20160113,  -1.81,  -3.32,  -2.03,  -1.87,  -2.84,  -2.16,  -3.20,  -3.36,  -0.66,  -2.97
20160114,   0.21,   0.60,   0.94,   4.34,   1.89,   1.68,   0.85,   2.92,   2.43,   1.32
20160115,  -1.57,  -2.04,  -1.96,  -2.74,  -2.87,  -2.49,  -1.68,  -1.40,  -1.49,  -2.17
20160119,   0.74,  -0.69,  -0.16,  -2.63,  -0.19,   0.54,   0.31,  -0.83,   1.01,  -0.24
20160120,  -1.27,  -0.44,  -0.68,  -2.96,  -0.57,  -1.39,  -1.17,   0.61,  -2.12,  -1.23
20160121,   0.34,   0.74,   0.74,   2.92,   0.23,   1.45,   1.09,  -0.56,   0.82,  -0.10
20160122,   1.78,   0.97,   1.51,   3.83,   2.73,   2.64,   1.75,   1.88,   2.89,   1.46
20160125,  -0.76,  -1.41,  -2.01,  -4.79,  -1.50,  -1.27,  -0.88,  -1.05,  -1.54,  -2.22
20160126,   1.05,   1.72,   2.26,   3.95,   0.96,   2.06,   1.16,   0.93,   1.38,   1.70
20160127,  -0.18,  -1.29,  -1.09,  -0.43,  -2.34,  -0.70,  -0.96,  -1.23,  -0.26,  -0.65
20160128,   1.45,  -0.44,   0.78,   2.95,   0.91,  -0.19,   1.25,  -2.44,   1.95,  -0.06
20160129,   2.04,   2.25,   2.75,   2.61,   3.25,   2.28,   1.23,   1.62,   2.25,   3.21
20160201,   0.05,   0.90,  -0.23,  -1.89,   0.13,   0.62,   0.46,   0.26,   0.48,  -0.35
20160202,  -1.20,  -3.16,  -1.44,  -3.31,  -2.13,  -2.10,  -1.64,  -1.62,  -0.03,  -2.68
20160203,  -0.29,  -1.06,   1.76,   3.98,  -0.21,   2.06,  -1.30,   0.83,   1.64,   0.23
20160204,  -0.88,   1.23,   1.00,  -0.07,   0.28,   0.05,  -0.41,  -0.35,  -0.37,   1.12
20160205,  -0.70,  -1.82,  -0.89,  -2.27,  -3.59,  -0.91,  -2.64,  -2.29,   0.01,  -1.69
20160208,  -0.76,  -1.33,  -1.15,   0.33,  -1.59,  -1.64,  -1.58,  -1.45,  -1.00,  -2.23
20160209,   0.65,  -0.66,   0.29,  -2.15,  -0.35,  -1.53,   0.01,   0.35,   0.11,   0.38
20160210,  -0.26,  -0.25,  -0.55,  -0.64,   0.35,  -1.42,   0.56,   0.70,   0.05,  -0.05
20160211,  -0.66,  -1.32,  -2.09,  -0.54,  -0.21,   0.27,  -0.28,  -1.46,  -1.71,  -2.48
20160212,   1.43,   2.76,   1.93,   2.45,   1.20,   1.32,   1.88,   1.37,   0.23,   3.61
20160216,   1.31,   2.72,   1.65,   0.49,   2.19,   1.38,   1.86,   1.96,   0.82,   2.04
20160217,   1.05,   3.15,   1.83,   2.93,   2.40,   1.38,   1.45,   1.49,   0.55,   1.47
20160218,   0.08,  -0.52,  -0.20,  -1.37,  -0.54,   0.09,  -0.99,  -0.71,   1.58,  -0.77
20160219,  -0.06,  -0.52,  -0.41,  -0.29,   0.37,  -0.32,   0.42,   0.26,  -0.84,   0.13
20160222,   0.66,   3.18,   1.46,   2.37,   1.30,   1.35,   1.57,   1.01,   1.19,   1.71
20160223,  -0.10,  -1.08,  -1.16,  -3.34,  -1.66,  -0.66,  -0.03,  -1.12,  -0.32,  -1.56
20160224,   0.48,  -0.59,   0.50,   1.03,   0.88,   0.92,   0.78,   0.62,   0.67,  -0.05
20160225,   1.26,   1.90,   1.31,   0.35,   1.15,   0.64,   0.98,   0.96,   0.78,   1.29
20160226,  -1.20,   0.89,   0.41,   0.53,  -0.09,  -0.30,  -0.33,  -0.14,  -2.39,   0.64
20160229,  -0.23,  -0.10,  -0.57,  -1.17,  -0.56,  -0.13,  -0.57,  -1.49,   0.33,  -0.94
20160301,   1.11,   2.36,   1.82,   2.16,   2.95,   1.95,   1.97,   2.66,  -0.23,   3.03
20160302,  -0.14,   0.79,   0.39,   2.67,   0.29,   0.44,   0.07,   0.40,   0.97,   0.72
20160303,   0.98,   2.27,   0.66,   1.47,   0.11,   1.07,   0.15,  -0.41,   0.75,   0.77
20160304,   0.57,   0.67,   0.74,   1.15,   0.22,  -0.17,   0.03,  -0.07,   0.94,   0.45
20160307,  -0.50,   0.60,   0.36,   2.55,  -0.43,   0.52,  -0.08,   1.11,   0.73,  -0.02
20160308,  -0.06,  -2.33,  -1.32,  -3.98,  -0.90,  -0.84,  -0.30,  -1.63,   0.04,  -1.80
20160309,   0.76,   0.69,   0.24,   1.92,   0.87,   0.22,   0.34,  -0.16,   0.61,   0.26
